2026-08-21T22:31:32.5527805-04:00 FLEET015_WITNESS_READY pin=GPIO5
2026-08-21T22:31:32.5627727-04:00 mode=servo_pwm_observer expected_hz=50
2026-08-21T22:53:22.6513127-04:00 WITNESS_HEARTBEAT ticks_ms=2502404 state=IDLE
2026-08-21T22:53:27.6663906-04:00 WITNESS_HEARTBEAT ticks_ms=2507423 state=IDLE
2026-08-21T22:53:32.6860890-04:00 WITNESS_HEARTBEAT ticks_ms=2512442 state=IDLE
2026-08-21T22:53:37.7023825-04:00 WITNESS_HEARTBEAT ticks_ms=2517461 state=IDLE
2026-08-21T22:53:42.7241661-04:00 WITNESS_HEARTBEAT ticks_ms=2522481 state=IDLE
2026-08-21T22:53:47.7482808-04:00 WITNESS_HEARTBEAT ticks_ms=2527503 state=IDLE
2026-08-21T22:53:52.7652166-04:00 WITNESS_HEARTBEAT ticks_ms=2532522 state=IDLE
2026-08-21T22:53:57.7873032-04:00 WITNESS_HEARTBEAT ticks_ms=2537541 state=IDLE
2026-08-21T22:54:02.8052988-04:00 WITNESS_HEARTBEAT ticks_ms=2542561 state=IDLE
2026-08-21T22:54:07.8205587-04:00 WITNESS_HEARTBEAT ticks_ms=2547580 state=IDLE
2026-08-21T22:54:12.8444990-04:00 WITNESS_HEARTBEAT ticks_ms=2552599 state=IDLE
2026-08-21T22:54:17.8600754-04:00 WITNESS_HEARTBEAT ticks_ms=2557618 state=IDLE
2026-08-21T22:54:22.8854251-04:00 WITNESS_HEARTBEAT ticks_ms=2562639 state=IDLE
2026-08-21T22:54:27.9051042-04:00 WITNESS_HEARTBEAT ticks_ms=2567658 state=IDLE
2026-08-21T22:54:32.9256681-04:00 WITNESS_HEARTBEAT ticks_ms=2572677 state=IDLE
2026-08-21T22:54:37.9439960-04:00 WITNESS_HEARTBEAT ticks_ms=2577696 state=IDLE
2026-08-21T22:54:42.9583300-04:00 WITNESS_HEARTBEAT ticks_ms=2582715 state=IDLE
2026-08-21T22:54:47.9798452-04:00 WITNESS_HEARTBEAT ticks_ms=2587735 state=IDLE
2026-08-21T22:54:53.0011490-04:00 WITNESS_HEARTBEAT ticks_ms=2592756 state=IDLE
2026-08-21T22:54:58.0167909-04:00 WITNESS_HEARTBEAT ticks_ms=2597776 state=IDLE
2026-08-21T22:55:03.0376507-04:00 WITNESS_HEARTBEAT ticks_ms=2602795 state=IDLE
2026-08-21T22:55:08.0592779-04:00 WITNESS_HEARTBEAT ticks_ms=2607813 state=IDLE
2026-08-21T22:55:13.0797242-04:00 WITNESS_HEARTBEAT ticks_ms=2612832 state=IDLE
2026-08-21T22:55:18.0973815-04:00 WITNESS_HEARTBEAT ticks_ms=2617851 state=IDLE
2026-08-21T22:55:23.1143666-04:00 WITNESS_HEARTBEAT ticks_ms=2622872 state=IDLE
2026-08-21T22:55:28.1405312-04:00 WITNESS_HEARTBEAT ticks_ms=2627892 state=IDLE
2026-08-21T22:55:33.1549726-04:00 WITNESS_HEARTBEAT ticks_ms=2632911 state=IDLE
2026-08-21T22:55:38.1695692-04:00 WITNESS_HEARTBEAT ticks_ms=2637930 state=IDLE
2026-08-21T22:55:43.1975236-04:00 WITNESS_HEARTBEAT ticks_ms=2642949 state=IDLE
2026-08-21T22:55:48.2079120-04:00 WITNESS_HEARTBEAT ticks_ms=2647969 state=IDLE
2026-08-21T22:55:53.2300450-04:00 WITNESS_HEARTBEAT ticks_ms=2652989 state=IDLE
2026-08-21T22:55:58.2578348-04:00 WITNESS_HEARTBEAT ticks_ms=2658010 state=IDLE
2026-08-21T22:56:03.2765384-04:00 WITNESS_HEARTBEAT ticks_ms=2663029 state=IDLE
2026-08-21T22:56:08.2899500-04:00 WITNESS_HEARTBEAT ticks_ms=2668048 state=IDLE
2026-08-21T22:56:13.3058541-04:00 WITNESS_HEARTBEAT ticks_ms=2673067 state=IDLE
2026-08-21T22:56:18.3305123-04:00 WITNESS_HEARTBEAT ticks_ms=2678086 state=IDLE
2026-08-21T22:56:23.3525311-04:00 WITNESS_HEARTBEAT ticks_ms=2683105 state=IDLE
2026-08-21T22:56:28.3666100-04:00 WITNESS_HEARTBEAT ticks_ms=2688126 state=IDLE
2026-08-21T22:56:33.3875498-04:00 WITNESS_HEARTBEAT ticks_ms=2693145 state=IDLE
2026-08-21T22:56:38.4086877-04:00 WITNESS_HEARTBEAT ticks_ms=2698164 state=IDLE
2026-08-21T22:56:43.4320422-04:00 WITNESS_HEARTBEAT ticks_ms=2703183 state=IDLE
2026-08-21T22:56:48.4457834-04:00 WITNESS_HEARTBEAT ticks_ms=2708202 state=IDLE
2026-08-21T22:56:53.4649427-04:00 WITNESS_HEARTBEAT ticks_ms=2713221 state=IDLE
2026-08-21T22:56:58.4846493-04:00 WITNESS_HEARTBEAT ticks_ms=2718242 state=IDLE
2026-08-21T22:57:03.5000479-04:00 WITNESS_HEARTBEAT ticks_ms=2723261 state=IDLE
2026-08-21T22:57:08.5200743-04:00 WITNESS_HEARTBEAT ticks_ms=2728280 state=IDLE
2026-08-21T22:57:13.5388639-04:00 WITNESS_HEARTBEAT ticks_ms=2733299 state=IDLE
2026-08-21T22:57:18.5616154-04:00 WITNESS_HEARTBEAT ticks_ms=2738318 state=IDLE
2026-08-21T22:57:23.5752431-04:00 WITNESS_HEARTBEAT ticks_ms=2743337 state=IDLE
2026-08-21T22:57:28.6001960-04:00 WITNESS_HEARTBEAT ticks_ms=2748356 state=IDLE
2026-08-21T22:57:33.6247014-04:00 WITNESS_HEARTBEAT ticks_ms=2753377 state=IDLE
2026-08-21T22:57:38.6368750-04:00 WITNESS_HEARTBEAT ticks_ms=2758396 state=IDLE
2026-08-21T22:57:43.6626435-04:00 WITNESS_HEARTBEAT ticks_ms=2763415 state=IDLE
2026-08-21T22:57:48.6748259-04:00 WITNESS_HEARTBEAT ticks_ms=2768434 state=IDLE
2026-08-21T22:57:53.6983543-04:00 WITNESS_HEARTBEAT ticks_ms=2773455 state=IDLE
2026-08-21T22:57:58.7200843-04:00 WITNESS_HEARTBEAT ticks_ms=2778474 state=IDLE
2026-08-21T22:58:03.7367977-04:00 WITNESS_HEARTBEAT ticks_ms=2783495 state=IDLE
2026-08-21T22:58:08.7573912-04:00 WITNESS_HEARTBEAT ticks_ms=2788514 state=IDLE
2026-08-21T22:58:13.7772547-04:00 WITNESS_HEARTBEAT ticks_ms=2793533 state=IDLE
2026-08-21T22:58:18.7903763-04:00 WITNESS_HEARTBEAT ticks_ms=2798552 state=IDLE
2026-08-21T22:58:23.8118387-04:00 WITNESS_HEARTBEAT ticks_ms=2803571 state=IDLE
2026-08-21T22:58:28.8331457-04:00 WITNESS_HEARTBEAT ticks_ms=2808590 state=IDLE
2026-08-21T22:58:33.8556580-04:00 WITNESS_HEARTBEAT ticks_ms=2813611 state=IDLE
2026-08-21T22:58:38.8767306-04:00 WITNESS_HEARTBEAT ticks_ms=2818630 state=IDLE
2026-08-21T22:58:43.8905823-04:00 WITNESS_HEARTBEAT ticks_ms=2823649 state=IDLE
2026-08-21T22:58:48.9111527-04:00 WITNESS_HEARTBEAT ticks_ms=2828668 state=IDLE
2026-08-21T22:58:53.9326813-04:00 WITNESS_HEARTBEAT ticks_ms=2833687 state=IDLE
2026-08-21T22:58:58.9514633-04:00 WITNESS_HEARTBEAT ticks_ms=2838706 state=IDLE
2026-08-21T22:59:03.9696481-04:00 WITNESS_HEARTBEAT ticks_ms=2843725 state=IDLE
2026-08-21T22:59:08.9842306-04:00 WITNESS_HEARTBEAT ticks_ms=2848746 state=IDLE
2026-08-21T22:59:14.0115864-04:00 WITNESS_HEARTBEAT ticks_ms=2853765 state=IDLE
2026-08-21T22:59:19.0207472-04:00 WITNESS_HEARTBEAT ticks_ms=2858784 state=IDLE
2026-08-21T22:59:24.0455392-04:00 WITNESS_HEARTBEAT ticks_ms=2863803 state=IDLE
2026-08-21T22:59:29.0589716-04:00 WITNESS_HEARTBEAT ticks_ms=2868822 state=IDLE
2026-08-21T22:59:34.0877004-04:00 WITNESS_HEARTBEAT ticks_ms=2873841 state=IDLE
2026-08-21T22:59:39.1037566-04:00 WITNESS_HEARTBEAT ticks_ms=2878862 state=IDLE
2026-08-21T22:59:44.1251299-04:00 WITNESS_HEARTBEAT ticks_ms=2883881 state=IDLE
2026-08-21T22:59:49.1392188-04:00 WITNESS_HEARTBEAT ticks_ms=2888900 state=IDLE
2026-08-21T22:59:54.1643864-04:00 WITNESS_HEARTBEAT ticks_ms=2893919 state=IDLE
2026-08-21T22:59:59.1866460-04:00 WITNESS_HEARTBEAT ticks_ms=2898939 state=IDLE
2026-08-21T23:00:04.1980930-04:00 WITNESS_HEARTBEAT ticks_ms=2903958 state=IDLE
2026-08-21T23:00:09.2224750-04:00 WITNESS_HEARTBEAT ticks_ms=2908980 state=IDLE
2026-08-21T23:00:14.2464801-04:00 WITNESS_HEARTBEAT ticks_ms=2914000 state=IDLE
2026-08-21T23:00:19.2584039-04:00 WITNESS_HEARTBEAT ticks_ms=2919019 state=IDLE
2026-08-21T23:00:24.2758345-04:00 WITNESS_HEARTBEAT ticks_ms=2924038 state=IDLE
2026-08-21T23:00:29.2982572-04:00 WITNESS_HEARTBEAT ticks_ms=2929057 state=IDLE
2026-08-21T23:00:34.3126146-04:00 WITNESS_HEARTBEAT ticks_ms=2934076 state=IDLE
2026-08-21T23:00:39.3324409-04:00 WITNESS_HEARTBEAT ticks_ms=2939095 state=IDLE
2026-08-21T23:00:44.3547672-04:00 WITNESS_HEARTBEAT ticks_ms=2944116 state=IDLE
2026-08-21T23:00:49.3722020-04:00 WITNESS_HEARTBEAT ticks_ms=2949136 state=IDLE
2026-08-21T23:00:54.3997466-04:00 WITNESS_HEARTBEAT ticks_ms=2954155 state=IDLE
2026-08-21T23:00:59.4156689-04:00 WITNESS_HEARTBEAT ticks_ms=2959174 state=IDLE
2026-08-21T23:01:04.4312194-04:00 WITNESS_HEARTBEAT ticks_ms=2964193 state=IDLE
2026-08-21T23:01:09.4566346-04:00 WITNESS_HEARTBEAT ticks_ms=2969212 state=IDLE
2026-08-21T23:01:14.4761400-04:00 WITNESS_HEARTBEAT ticks_ms=2974233 state=IDLE
2026-08-21T23:01:19.4927355-04:00 WITNESS_HEARTBEAT ticks_ms=2979253 state=IDLE
2026-08-21T23:01:24.5089437-04:00 WITNESS_HEARTBEAT ticks_ms=2984272 state=IDLE
2026-08-21T23:01:29.5377576-04:00 WITNESS_HEARTBEAT ticks_ms=2989292 state=IDLE
2026-08-21T23:01:34.5458756-04:00 WITNESS_HEARTBEAT ticks_ms=2994311 state=IDLE
2026-08-21T23:01:39.5675958-04:00 WITNESS_HEARTBEAT ticks_ms=2999329 state=IDLE
2026-08-21T23:01:44.5960242-04:00 WITNESS_HEARTBEAT ticks_ms=3004350 state=IDLE
2026-08-21T23:01:49.6088067-04:00 WITNESS_HEARTBEAT ticks_ms=3009369 state=IDLE
2026-08-21T23:01:54.6290272-04:00 WITNESS_HEARTBEAT ticks_ms=3014389 state=IDLE
2026-08-21T23:01:59.6517993-04:00 WITNESS_HEARTBEAT ticks_ms=3019408 state=IDLE
2026-08-21T23:02:04.6700109-04:00 WITNESS_HEARTBEAT ticks_ms=3024427 state=IDLE
2026-08-21T23:02:09.6848037-04:00 WITNESS_HEARTBEAT ticks_ms=3029447 state=IDLE
2026-08-21T23:02:14.7064433-04:00 WITNESS_HEARTBEAT ticks_ms=3034465 state=IDLE
2026-08-21T23:02:19.7294143-04:00 WITNESS_HEARTBEAT ticks_ms=3039487 state=IDLE
2026-08-21T23:02:24.7498897-04:00 WITNESS_HEARTBEAT ticks_ms=3044506 state=IDLE
2026-08-21T23:02:29.7611842-04:00 WITNESS_HEARTBEAT ticks_ms=3049525 state=IDLE
2026-08-21T23:02:34.7836865-04:00 WITNESS_HEARTBEAT ticks_ms=3054544 state=IDLE
2026-08-21T23:02:39.8081256-04:00 WITNESS_HEARTBEAT ticks_ms=3059563 state=IDLE
2026-08-21T23:02:44.8189063-04:00 WITNESS_HEARTBEAT ticks_ms=3064582 state=IDLE
2026-08-21T23:02:49.8403745-04:00 WITNESS_HEARTBEAT ticks_ms=3069603 state=IDLE
2026-08-21T23:02:54.8660498-04:00 WITNESS_HEARTBEAT ticks_ms=3074622 state=IDLE
2026-08-21T23:02:59.8821109-04:00 WITNESS_HEARTBEAT ticks_ms=3079641 state=IDLE
2026-08-21T23:03:04.9067343-04:00 WITNESS_HEARTBEAT ticks_ms=3084661 state=IDLE
2026-08-21T23:03:09.9200607-04:00 WITNESS_HEARTBEAT ticks_ms=3089679 state=IDLE
2026-08-21T23:03:14.9433944-04:00 WITNESS_HEARTBEAT ticks_ms=3094698 state=IDLE
2026-08-21T23:03:19.9566772-04:00 WITNESS_HEARTBEAT ticks_ms=3099720 state=IDLE
2026-08-21T23:03:24.9815203-04:00 WITNESS_HEARTBEAT ticks_ms=3104739 state=IDLE
2026-08-21T23:03:29.9977964-04:00 WITNESS_HEARTBEAT ticks_ms=3109758 state=IDLE
2026-08-21T23:03:35.0204081-04:00 WITNESS_HEARTBEAT ticks_ms=3114777 state=IDLE
2026-08-21T23:03:40.0404799-04:00 WITNESS_HEARTBEAT ticks_ms=3119796 state=IDLE
2026-08-21T23:03:45.0559613-04:00 WITNESS_HEARTBEAT ticks_ms=3124815 state=IDLE
2026-08-21T23:03:50.0734149-04:00 WITNESS_HEARTBEAT ticks_ms=3129834 state=IDLE
2026-08-21T23:03:55.0954552-04:00 WITNESS_HEARTBEAT ticks_ms=3134855 state=IDLE
2026-08-21T23:04:00.1192503-04:00 WITNESS_HEARTBEAT ticks_ms=3139874 state=IDLE
2026-08-21T23:04:05.1292117-04:00 WITNESS_HEARTBEAT ticks_ms=3144894 state=IDLE
2026-08-21T23:04:10.1497534-04:00 WITNESS_HEARTBEAT ticks_ms=3149914 state=IDLE
2026-08-21T23:04:15.1736086-04:00 WITNESS_HEARTBEAT ticks_ms=3154933 state=IDLE
2026-08-21T23:04:20.1882188-04:00 WITNESS_HEARTBEAT ticks_ms=3159952 state=IDLE
2026-08-21T23:04:25.2167489-04:00 WITNESS_HEARTBEAT ticks_ms=3164973 state=IDLE
2026-08-21T23:04:30.2264912-04:00 WITNESS_HEARTBEAT ticks_ms=3169993 state=IDLE
2026-08-21T23:04:35.2550231-04:00 WITNESS_HEARTBEAT ticks_ms=3175012 state=IDLE
